"ig_name","name","followers","following","avg_likes","avg_comments","avg_engagements","est_er"
romeo_romon,RI 1 OlShop,459,97,13.0,3.4166666666666665,16.416666666666668,3.5766158315177923
natasharefika,natnot,673,712,99.08333333333333,13.5,112.58333333333333,16.728578504210002
santiteye,santiteye,744,569,101.75,17.083333333333332,118.83333333333333,15.972222222222221
kaiming79,Adi Oetomo,707,5968,166.16666666666666,3.75,169.91666666666666,24.033474776049033
tafiraoktiani,Tafira O))),693,803,39.833333333333336,6.5,46.333333333333336,6.685906685906687
emvoed,Putri A.,669,1099,59.0,1.0,60.0,8.968609865470851
ladywipr,anwip,795,470,97.41666666666667,10.083333333333334,107.5,13.522012578616351
anneoriola,Anne Oriola,667,702,11.25,1.1666666666666667,12.416666666666666,1.8615692153923038
mayangsarii15,мαуαиg,786,847,151.16666666666666,3.6666666666666665,154.83333333333334,19.698897370653093
jiseno,IVAN.,668,857,59.916666666666664,2.25,62.166666666666664,9.306387225548903
vg.es,,746,848,11.5,0.25,11.75,1.5750670241286864
wawangunawan33,Gunawan Hendra S,685,1110,36.916666666666664,6.5,43.416666666666664,6.338199513381995
kharenpumida97,Kharen Narca-Pumida,677,1362,21.666666666666668,0.4166666666666667,22.083333333333332,3.2619399310684396
mommyvim,Skyler Von👶🏻,682,1060,15.833333333333334,2.8333333333333335,18.666666666666668,2.737047898338221
tomibudiawan2010,tomi budiawan,758,1201,24.583333333333332,0.25,24.833333333333332,3.2761653474054526
ivanrccabanial,Ivan Cabanial,679,711,0,0,0,0
joelchris16,Joel Christian,685,645,47.75,6.5,54.25,7.919708029197079
zulfikarmaulana1,Zulfikar Maulana Al-haded,668,709,0,0,0,0
uccank20,Yusran.Y,661,129,129.0,2.3333333333333335,131.33333333333334,19.868885526979327
_kathhleeennn,ᴷᴬᵀᴱ,702,1148,43.083333333333336,0.6666666666666666,43.75,6.232193732193733
verplacido,Oliver Placido,699,794,82.58333333333333,8.083333333333334,90.66666666666667,12.970910824988078
erwinsyahputra21,Erwin SyahPutra,713,262,126.33333333333333,4.0,130.33333333333334,18.279569892473116
naaufal__,и α υ ғ α ℓ ☣️,717,338,207.75,0.75,208.5,29.079497907949794
gevaissac,Gevaissac,763,1673,30.333333333333332,2.25,32.583333333333336,4.270423765836609
kmbrlynocum,Kim Nocum  🌸,747,1980,23.333333333333332,0.25,23.583333333333332,3.1570727353859884
raaaneh,Indah Khaerani,696,788,140.25,5.25,145.5,20.905172413793103
wikramaditya,I Made Wisnu Wikramaditya,737,437,38.75,4.083333333333333,42.833333333333336,5.811849841700589
andykabims,Andyka Bimosetyo,700,780,156.25,3.5,159.75,22.82142857142857
rfqhll,Rofiqoh Laili,749,826,124.16666666666667,5.833333333333333,130.0,17.356475300400533
yuniyuni5990,,692,148,32.0,2.3333333333333335,34.333333333333336,4.961464354527938
puspitafe,Puspita Felani,727,340,70.41666666666667,9.083333333333334,79.5,10.9353507565337
calilong_26,Carl Martin,705,220,65.58333333333333,1.8333333333333333,67.41666666666667,9.562647754137114
btsofficial30,BTSTAEHYUNG⬅,677,1621,15.333333333333334,0.08333333333333333,15.416666666666666,2.2772033481043823
hwv.glowskindenpasar,PUSAT PEMUTIH 100% ORIGINAL,732,5867,6.666666666666667,0.8333333333333334,7.5,1.0245901639344261
uthy_thea,Uthy thea,721,675,6.5,0.0,6.5,0.9015256588072121
katrinaregis,Katrina Regis,778,341,69.91666666666667,1.0,70.91666666666667,9.115252784918596
jhnvncee,Vince,721,705,110.0,0.0,110.0,15.256588072122051
xxsssppp,the.XX,721,802,105.25,11.25,116.5,16.158113730929266
ragel_rock,Ragel,732,2306,39.666666666666664,0.5833333333333334,40.25,5.498633879781421
divatasya,Divatasya Belinda,736,701,131.5,4.0,135.5,18.410326086956523
frs.bchtr,,769,1350,46.416666666666664,0.4166666666666667,46.833333333333336,6.090160381447767
tj_spot,tya tanjung,678,5611,59.916666666666664,1.75,61.666666666666664,9.095378564405113
frnsishartanto,Fransiscus Trie Hartanto,715,546,86.58333333333333,5.666666666666667,92.25,12.902097902097903
devyanthi,Devyanthi Nawawi,787,438,218.41666666666666,3.6666666666666665,222.08333333333334,28.218975010588732
aamzkamila,Ambarwati,731,846,62.25,4.583333333333333,66.83333333333333,9.142726858185133
daffaa17,Rizki Daffa,752,717,162.33333333333334,13.75,176.08333333333334,23.415336879432623
luisaareyes,Luisa Buenviaje Reyes,737,285,91.33333333333333,5.166666666666667,96.5,13.093622795115332
almasadlina,AlmasAA,759,402,98.91666666666667,0.5,99.41666666666667,13.098375054896794
askaannisa,Annisa Askharimah,723,422,41.75,3.1666666666666665,44.916666666666664,6.212540341171046
asriagita,asria gita. 기타,751,1123,40.5,2.0,42.5,5.659121171770972
amaliafadilla,Amalia Fadilla,829,518,72.16666666666667,3.0,75.16666666666667,9.067149175713713
permataqueena_,Kartika Queena DA,750,221,73.5,0.5,74.0,9.866666666666667
miftahswrgo_,Muhamad Miftah S.,1024,489,175.91666666666666,17.916666666666668,193.83333333333334,18.929036458333332
mzakhranf,Aran,748,690,98.66666666666667,10.0,108.66666666666667,14.527629233511588
echa.mersalia,ECHA,795,213,75.58333333333333,5.916666666666667,81.5,10.251572327044025
anggisantriutami,,752,511,76.5,0.0,76.5,10.172872340425531
vendheaa,i.vendhea alivia,752,488,137.08333333333334,5.5,142.58333333333334,18.960549645390074
anjelynmendoza,𝓐𝓷𝓰𝓮𝓵𝔂𝓷 ♡,745,614,31.666666666666668,3.1666666666666665,34.833333333333336,4.675615212527965
adekkharismarefa,akrf,758,587,52.916666666666664,2.0,54.916666666666664,7.244942832014072
ikrimaulana,kri,756,556,95.0,12.0,107.0,14.153439153439153
dildill25_,Adillaanisah,890,1663,24.583333333333332,0.08333333333333333,24.666666666666668,2.7715355805243442
annisarfs,"Sesyazhade, Annisa Arifa",757,775,122.41666666666667,10.25,132.66666666666666,17.525319242624395
swastiputrihk,Swasti Putri,756,523,113.41666666666667,4.583333333333333,118.0,15.608465608465607
givari_alamhudi,Givari Alamhudi,771,683,156.66666666666666,4.5,161.16666666666666,20.903588413316037
reeselimbaga,Reese,776,692,114.0,6.5,120.5,15.528350515463918
rinaldiferdian,Rinaldi Ferdian,687,231,111.66666666666667,2.0833333333333335,113.75,16.55749636098981
jojo_banget,Giorgio JoJo,768,828,32.0,2.5833333333333335,34.583333333333336,4.503038194444445
tinlagmay,marykristine,764,604,19.0,0.3333333333333333,19.333333333333332,2.5305410122164047
thaliaoctavia,Thalia Octavia,776,421,94.91666666666667,6.333333333333333,101.25,13.047680412371134
jerloe_,Jerloe,766,3608,20.0,0.0,20.0,2.610966057441253
ratih_noviani,ratih noviani,780,755,37.166666666666664,2.4166666666666665,39.583333333333336,5.0747863247863245
ariyadifebri,febri ariyadi,779,920,52.333333333333336,3.1666666666666665,55.5,7.124518613607189
adeviangln,Adevia,772,602,138.0,10.25,148.25,19.20336787564767
__jnav,,784,778,73.25,2.25,75.5,9.630102040816327
andinamardiana,اندينا,776,296,84.0,6.166666666666667,90.16666666666667,11.619415807560138
muhamadfikri02_,Muhamad Fikri,773,256,159.33333333333334,0.9166666666666666,160.25,20.73091849935317
sandalmerah,Wening Insani,777,547,47.583333333333336,1.8333333333333333,49.416666666666664,6.359931359931361
fegamaria,f e g a 🌟,819,511,50.75,7.083333333333333,57.833333333333336,7.0614570614570615
sweetsourgirlcebu,Linz ❤,835,3367,17.833333333333332,1.4166666666666667,19.25,2.305389221556886
arikamka,,787,574,124.16666666666667,12.083333333333334,136.25,17.312579415501904
teguhegu,Teguhegu,785,766,43.333333333333336,2.3333333333333335,45.666666666666664,5.817409766454353
sariammalia,Sari Amalia,799,635,77.0,7.083333333333333,84.08333333333333,10.52357113057989
raelsha_,i like your face.,801,714,112.0,2.9166666666666665,114.91666666666667,14.346650020807324
butintinay,Kristine Joyce,800,376,16.416666666666668,1.5833333333333333,18.0,2.25
defallineadrianal,Derk De Falline A Lengkong 花铃,793,1192,146.75,5.916666666666667,152.66666666666666,19.25178646490122
cj_jessica,Jessica C. Jordan,795,424,115.58333333333333,0.8333333333333334,116.41666666666667,14.643605870020963
mufaradibayi,Arifah Mufaradiba Daulay🍌,847,623,209.75,12.166666666666666,221.91666666666666,26.200314836678473
zhirazhir,Little Gravity Gurl 💕,867,945,69.58333333333333,1.1666666666666667,70.75,8.160322952710496
fikri_imani,فِكَرِ إِمَنِ,797,171,41.25,0.25,41.5,5.20702634880803
mithaarfaam,Miftha,881,720,227.42857142857142,22.714285714285715,250.14285714285714,28.393059834603534
stephenareno,Stephen Carlo,802,566,54.083333333333336,1.25,55.333333333333336,6.899418121363259
ardhyerwanda,M. Ardhy Erwanda,884,838,161.58333333333334,10.583333333333334,172.16666666666666,19.47586726998492
dailygaelley,Gaelle Ansaldo,801,678,53.666666666666664,2.5833333333333335,56.25,7.02247191011236
janekasia,Jane Kasia Helena,785,1460,86.41666666666667,2.5833333333333335,89.0,11.337579617834395
deodepari,Deo Haganta Depari,835,828,153.3,14.7,168.0,20.119760479041915
miguelhamoy_,Jose Miguel Hamoy,811,260,51.25,0.0,51.25,6.319358816276202
anggra_dewi88,W Dewi Anggraeni,833,470,35.5,0.75,36.25,4.351740696278512
hestioktaviawati,Hesti Oktaviawati,860,619,32.583333333333336,2.8333333333333335,35.416666666666664,4.1182170542635665
capt.gaming,Said Nunci Alhabsyi,817,2687,15.833333333333334,0.08333333333333333,15.916666666666666,1.948184414524684
newfa_a,NEWFA_A,493,58,11.75,0.4166666666666667,12.166666666666666,2.4678837052062206
yovelcordova,Yovel Cordova,818,37,85.75,1.75,87.5,10.69682151589242
realandrew79,Andrew Sitorus,823,778,28.916666666666668,1.25,30.166666666666668,3.6654515998379913
heikikik,Achmad Kiki Karisma,820,625,303.3333333333333,11.0,314.3333333333333,38.33333333333333
gabpaloma,Gab,837,903,82.0,2.8333333333333335,84.83333333333333,10.135404221425725
christiandrac,T-rex 🦖,837,394,116.75,5.333333333333333,122.08333333333333,14.585822381521304
shandadevita,Marshanda S Devita,904,673,161.91666666666666,16.5,178.41666666666666,19.73635693215339
lynakusuma,Elyna Kusumawati,848,584,78.83333333333333,5.25,84.08333333333333,9.915487421383647
cbcmendoza,"Claraenze C. Mendoza, RN",830,643,39.083333333333336,3.0,42.083333333333336,5.070281124497993
isyraqi_siregar,Isyraqi Khairy S. S.Ikom,861,2829,81.75,3.0833333333333335,84.83333333333333,9.852884243128145
albetclairy,Albert Hutur Franklyn,850,825,82.91666666666667,4.833333333333333,87.75,10.323529411764707
maroonfreeday,Rizka | Beauty Blogger ❤,1946,3353,105.33333333333333,14.0,119.33333333333333,6.132237067488866
_ashleyelano,Ashley Jade Elano,839,654,38.083333333333336,0.5,38.583333333333336,4.598728645212555
jadeondemand,jade vargas🍉,839,695,117.41666666666667,16.083333333333332,133.5,15.911799761620976
renecajoles,Rene Cajoles,842,501,88.25,2.5833333333333335,90.83333333333333,10.787806809184481
abayputra,Akbar Maulana,933,773,166.33333333333334,5.0,171.33333333333334,18.36370132190068
primetam,Utami Nur Ilmah,842,621,76.08333333333333,8.25,84.33333333333333,10.015835312747425
andytoputra,Andyto Putra P.,839,832,116.75,7.166666666666667,123.91666666666667,14.769566944775528
kaaarolineee,Kate Tejada,842,447,32.583333333333336,2.25,34.833333333333336,4.136975455265242
paolo_libiran,Paolo Libiran,854,442,109.25,22.583333333333332,131.83333333333334,15.437158469945356
suhartinientin,سحرتن🌸,874,957,46.142857142857146,2.0,48.142857142857146,5.508336057535143
justinkiness,Justin Kiness,854,545,55.0,3.25,58.25,6.820843091334895
ikazn_,I K A,895,601,245.66666666666666,19.25,264.9166666666667,29.599627560521412
adhii_inchil,Inchill,842,2692,10.666666666666666,0.16666666666666666,10.833333333333334,1.2866191607284243
kay.fams,MKatra.Saputra,881,414,409.25,6.0,415.25,47.13393870601589
my_kurnia993,Kurnia_01,818,629,38.666666666666664,0.6666666666666666,39.333333333333336,4.808475957620211
wildafriska,Wilda Friska Sinaga,870,629,162.58333333333334,5.25,167.83333333333334,19.291187739463602
braddmichael,Bradd Michael S. Gabe,848,598,79.75,3.5833333333333335,83.33333333333333,9.827044025157232
ipaldy,Muhammad Rifaldy,867,731,62.083333333333336,5.416666666666667,67.5,7.7854671280276815
ranggaeka,Rangga Eka,864,811,263.5833333333333,7.5,271.0833333333333,31.375385802469136
danielimdeka,Danie Limando,875,773,120.75,10.583333333333334,131.33333333333334,15.009523809523811
_hariyadi16,hariyadi,1341,585,448.5833333333333,2.6666666666666665,451.25,33.650260999254286
_adriyanuuh_,adriana buenaventura fernandez,851,555,19.583333333333332,0.8333333333333334,20.416666666666668,2.399138268703486
viktor.iwan,Viktor Iwan,844,222,15.25,0.8333333333333334,16.083333333333332,1.9056082148499207
heyitsjidlinaaa,Jedlyn Ora,868,338,17.666666666666668,0.8333333333333334,18.5,2.131336405529954
aldifikrif,Aldi fikri fedriansyah,866,180,152.2,3.0,155.2,17.92147806004619
danicdanic,Danica Vania Lim 林,858,943,94.25,9.916666666666666,104.16666666666667,12.140637140637141
librtina_djami_lata_msi,Lyberthyna djami lata MSI,868,466,9.166666666666666,0.16666666666666666,9.333333333333334,1.075268817204301
ima11o,فاطمة الحبشي 🇮🇩,864,772,57.0,2.0833333333333335,59.083333333333336,6.838348765432099
_princesskeith,,1262,332,16.083333333333332,0.9166666666666666,17.0,1.347068145800317
ganlushinta,Lushinta,875,503,141.91666666666666,7.333333333333333,149.25,17.057142857142857
pattheninja,PB Castillo,866,597,58.083333333333336,1.25,59.333333333333336,6.851424172440339
ari.basyuni,arι вaѕyυnι,906,543,101.58333333333333,4.75,106.33333333333333,11.736571008094186
athanhabig,Jonathan Conel Habig,891,122,37.583333333333336,1.6666666666666667,39.25,4.405162738496072
evanurshyfa,Evansfa,994,483,218.66666666666666,11.666666666666666,230.33333333333334,23.17236753856472
ceppri,Maulia Sefriani,913,600,192.16666666666666,5.666666666666667,197.83333333333334,21.66849215041986
el_muqorrobin,Q O R I B,938,889,120.41666666666667,5.166666666666667,125.58333333333333,13.388415067519546
anidirgantari,Account Business,878,979,0.6666666666666666,0.0,0.6666666666666666,0.0759301442672741
kekekenanga,Putri Kenanga Laily,902,514,51.75,2.4166666666666665,54.166666666666664,6.005173688100517
larashafira,Larasati Shafira,955,337,222.11111111111111,27.555555555555557,249.66666666666666,26.143106457242588
desy_zulfiani,ceritajalan.com,924,377,34.166666666666664,1.6666666666666667,35.833333333333336,3.8780663780663778
kangparid,Ahmad Farid,894,815,57.833333333333336,4.166666666666667,62.0,6.935123042505594
avputri_,,969,706,198.91666666666666,12.333333333333334,211.25,21.800825593395253
meitaa2s,Meita Surya Saputri,890,591,188.75,22.75,211.5,23.764044943820224
sfgmlar,"Gumelar, Satya.",889,52,61.0,0.75,61.75,6.946006749156355
putriistianaa,Putri | Beauty Blogger,1228,1103,121.16666666666667,15.75,136.91666666666666,11.149565689467972
dwieningrum1,Dwie Ningrum,896,667,46.916666666666664,7.833333333333333,54.75,6.110491071428571
eulajemilgo,Eula Jemil Go,905,274,63.75,7.666666666666667,71.41666666666667,7.89134438305709
ossytanaya,,937,816,91.08333333333333,5.416666666666667,96.5,10.298826040554962
ryosoemirat,Soeryo Soemirat Soemodihardjo,941,641,100.25,4.166666666666667,104.41666666666667,11.096351399220687
hapsa.ro,Lukman Hapsaro,992,1492,45.166666666666664,1.8333333333333333,47.0,4.737903225806452
afifaahseptiani,Afifah Septiani,916,748,144.91666666666666,8.333333333333334,153.25,16.730349344978166
likatiwi,Lieka Pertiwi L,955,574,148.33333333333334,21.166666666666668,169.5,17.748691099476442
ambagita,Anggita Ayu Indari,933,519,80.16666666666667,4.0,84.16666666666667,9.021078956770276
irfansomantri,Irfan TuIca Somantri,945,2610,23.333333333333332,1.4166666666666667,24.75,2.619047619047619
virellaph,𝕍𝕀𝕣𝕖𝕝𝕝𝕒 𝕡𝕙𝕚𝕓𝕪 𝕟𝕦𝕘𝕣𝕒𝕙𝕒𝕪𝕦,921,521,173.22222222222223,4.555555555555555,177.77777777777777,19.302690312462296
ieezstephy,Stephanie Anne,918,1645,29.0,1.0833333333333333,30.083333333333332,3.2770515613652864
lilianasurya_,,954,595,126.33333333333333,9.25,135.58333333333334,14.212089447938503
rezekiakb,Rezeki Akbar,928,500,110.91666666666667,2.9166666666666665,113.83333333333333,12.266522988505749
mr_zidky,🌙Moon Marvel🐸,1023,632,419.3333333333333,9.166666666666666,428.5,41.88660801564028
ranatamrin,Rana 🌜,963,716,64.41666666666667,4.583333333333333,69.0,7.165109034267912
heningisft,Hening,939,887,199.0,8.333333333333334,207.33333333333334,22.08022719204828
maililah_,Maililah,997,1116,219.08333333333334,15.916666666666666,235.0,23.570712136409227
diannemaj,maj,1011,663,118.5,3.8333333333333335,122.33333333333333,12.100230794592811
salsavina,Salsa Vina,1002,415,96.25,10.083333333333334,106.33333333333333,10.612109115103127
ahmad_hamdan_03,,969,320,84.08333333333333,2.25,86.33333333333333,8.909528723770208
angecarpez,Angela Perez,940,79,10.166666666666666,0.4166666666666667,10.583333333333334,1.125886524822695
gonzaleserika,Erika Denise Gonzales,940,256,72.0,4.333333333333333,76.33333333333333,8.120567375886525
dikachristi,,962,709,163.91666666666666,15.166666666666666,179.08333333333334,18.615731115731112
iamryl716,Ryan Luis Lintao 🇵🇭,991,705,120.83333333333333,3.3333333333333335,124.16666666666667,12.529431550622267
totellyoufranky,Mark Franco Dela Rosa Pelaez,950,561,26.5,0.3333333333333333,26.833333333333332,2.824561403508772
wavhapawpaw,ⓜ ⓐⓛⓘ ⓦⓐⓥⓗⓐ 👦,942,294,1222.25,6.75,1229.0,130.46709129511677
mhdariffchn_,mhdrfchn👥,1595,351,505.5833333333333,71.08333333333333,576.6666666666666,36.15464994775339
adelfrhn,Adelia Farhana | Blogger 🇮🇩,1007,454,169.41666666666666,37.583333333333336,207.0,20.556107249255213
tiaraaaaptr,Tiara Putri Yudanti,985,633,162.08333333333334,5.5,167.58333333333334,17.01353637901861
mhrnism,Mahrunnisa,959,1149,56.75,17.416666666666668,74.16666666666667,7.733750434480362
veraveronika,veraveronika,975,629,136.0,7.333333333333333,143.33333333333334,14.700854700854702
ronnifirmansyah,Rony Firmansyah Chaniago,994,553,51.416666666666664,2.8333333333333335,54.25,5.457746478873239
ramafauzii,Rama Fauzy,957,552,126.41666666666667,7.416666666666667,133.83333333333334,13.984674329501917
donnysadewo,Donny,980,747,97.5,3.8333333333333335,101.33333333333333,10.340136054421768
jennyfricilia10,Jen👽,961,907,147.33333333333334,4.833333333333333,152.16666666666666,15.834200485605274
